CombineYear,DraftYear,Player,Position,DBPediaCollege_Name,DBPediaURI_College,Conference,Division,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic
1999,1999,Robert Newkirk,DT,Michigan State University,http://live.dbpedia.org/resource/Michigan_State_University,Big Ten Conference,Division I,NA,6.2499975,298,5.21,20,26,105,4.73,8.08,NA
1999,1999,Courtney Ledyard,ILB,Michigan State University,http://live.dbpedia.org/resource/Michigan_State_University,Big Ten Conference,Division I,NA,6.1666642,250,5.12,20,34.5,115,4.24,7.85,NA
1999,1999,Sori Kanu,FS,Michigan State University,http://live.dbpedia.org/resource/Michigan_State_University,Big Ten Conference,Division I,NA,5.9166643,193,4.69,14,35,115,4.21,7.36,NA
1999,1999,Tywan Mitchell,WR,"Minnesota State University, Mankato","http://live.dbpedia.org/resource/Minnesota_State_University,_Mankato",Northern Sun Intercollegiate Conference,Division II,NA,6.4166641,223,4.74,NA,30.5,108,NA,7.6,NA
1999,1999,Randy Thomas,OG,Mississippi State University,http://live.dbpedia.org/resource/Mississippi_State_University,Southeastern Conference,Division I,NA,6.3333308,306,5,31,31,107,4.66,7.71,NA
1999,1999,J.J. Johnson,RB,Mississippi State University,http://live.dbpedia.org/resource/Mississippi_State_University,Southeastern Conference,Division I,NA,6.1666642,227,4.71,16,NA,NA,4.19,7.3,NA
1999,1999,Reggie Kelly,TE,Mississippi State University,http://live.dbpedia.org/resource/Mississippi_State_University,Southeastern Conference,Division I,NA,6.3333308,254,4.86,24,32,NA,NA,NA,NA
1999,1999,Terry Houzah,ILB,Mississippi Valley State University,http://live.dbpedia.org/resource/Mississippi_Valley_State_University,Southwestern Conference,Division I-AA,NA,6.0833309,238,4.84,18,33,115,4.37,7.56,NA
1999,1999,Jay Hinton,RB,Morgan State University,http://live.dbpedia.org/resource/Morgan_State_University,Mid-Eastern Athletic Conference,Division I-AA,NA,5.9166643,200,4.29,18,43.5,134,3.86,6.86,NA
1999,1999,Anthony Gray,RB,Western New Mexico University,http://live.dbpedia.org/resource/Western_New_Mexico_University,Rocky Mountain Athletic Conference,Division II,NA,6.0833309,228,4.69,16,32.5,115,4.23,7.1,NA
1999,1999,Michael Basnight,RB,North Carolina Agricultural and Technical State University,http://live.dbpedia.org/resource/North_Carolina_Agricultural_and_Technical_State_University,Mid-Eastern Athletic Conference,Division I-AA,NA,6.0833309,241,4.6,18,34.5,118,4.42,7.34,NA
1999,1999,Lionel Barnes,DE,North Carolina Central University,http://live.dbpedia.org/resource/North_Carolina_Central_University,Mid-Eastern Athletic Conference,Division I-AA,NA,6.4166641,264,5,24,34,112,4.52,7.51,NA
1999,1999,Justin Burroughs,C,North Carolina State University,http://live.dbpedia.org/resource/North_Carolina_State_University,Atlantic Coast Conference,Division I,NA,6.3333308,288,4.86,23,33,114,4.23,7.36,NA
1999,1999,Torry Holt,WR,North Carolina State University,http://live.dbpedia.org/resource/North_Carolina_State_University,Atlantic Coast Conference,Division I,NA,6.0833309,192,4.44,NA,37,118,NA,NA,NA
1999,1999,Ian Rafferty,OT,North Carolina State University,http://live.dbpedia.org/resource/North_Carolina_State_University,Atlantic Coast Conference,Division I,NA,6.4166641,296,5.49,25,23.5,99,4.86,7.94,NA
1999,1999,Jason Perry,FS,North Carolina State University,http://live.dbpedia.org/resource/North_Carolina_State_University,Atlantic Coast Conference,Division I,NA,6.0833309,200,4.58,17,36.5,124,4.23,7.31,NA
1999,1999,Brad Winn,OG,University of North Texas,http://live.dbpedia.org/resource/University_of_North_Texas,Conference USA,Division I,NA,6.4166641,339,5.59,23,23,87,4.92,8.4,NA
1999,1999,Brian Waters,TE,University of North Texas,http://live.dbpedia.org/resource/University_of_North_Texas,Conference USA,Division I,NA,6.1666642,281,5,26,32,114,4.63,7.52,NA
1999,1999,Phillip Armour,C,University of North Texas,http://live.dbpedia.org/resource/University_of_North_Texas,Conference USA,Division I,NA,6.2499975,318,5.53,23,30.5,100,4.59,7.63,NA
1999,1999,Aaron Smith,DE,Northern Colorado University,http://live.dbpedia.org/resource/University_of_Northern_Colorado,Big Sky Conference,Division I-AA,NA,6.4166641,279,5.06,19,29.5,110,4.34,7.48,NA
1999,1999,Ty Talton,CB,Northern Iowa University,http://live.dbpedia.org/resource/University_of_Northern_Iowa,Missouri Valley Conference,Division I-AA,NA,6.0833309,202,4.61,17,39,123,4,6.96,NA
1999,1999,Chris Greeson,QB,Northwest Missouri State University,http://live.dbpedia.org/resource/Northwest_Missouri_State_University,Mid-America Intercollegiate Athletics Association,Division II,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
1999,1999,Chris Greisen,QB,Northwest Missouri State University,http://live.dbpedia.org/resource/Northwest_Missouri_State_University,Mid-America Intercollegiate Athletics Association,Division II,NA,6.2499975,223,5.09,NA,30.5,108,4.33,7.29,27
1999,1999,Jermaine Jones,CB,Northwestern State University,http://live.dbpedia.org/resource/Northwestern_State_University,Southland Conference,Division I-AA,NA,5.6666644,180,4.53,12,38.5,118,3.96,6.79,NA
1999,1999,Ronnie Powell,RB,Northwestern State University,http://live.dbpedia.org/resource/Northwestern_State_University,Southland Conference,Division I-AA,NA,5.833331,174,4.43,NA,35.5,116,4.14,7.09,NA
1999,1999,Robert Daniel,DE,Northwestern State University,http://live.dbpedia.org/resource/Northwestern_State_University,Southland Conference,Division I-AA,NA,6.4999974,281,5.04,24,28.5,110,4.86,7.91,NA
1999,1999,Barry Gardner,ILB,Northwestern University,http://live.dbpedia.org/resource/Northwestern_University,Big 12 Conference,Division I,NA,6.0833309,242,4.71,25,33,113,4.32,7.42,NA
1999,1999,D'Wayne Bates,WR,Northwestern University,http://live.dbpedia.org/resource/Northwestern_University,Big 12 Conference,Division I,NA,6.1666642,215,4.59,NA,37,117,4.24,7.25,NA
1999,1999,Jerry Wisne,OG,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,NA,6.5833307,306,5.24,30,28,100,4.61,7.6,NA
1999,1999,Luke Petitgout,OT,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,NA,6.4999974,315,5.21,33,29,102,4.48,7.53,NA
1999,1999,Kory Minor,OLB,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,NA,6.0833309,244,4.72,NA,31,112,4.27,7.2,NA
1999,1999,Autry Denson,RB,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,NA,5.833331,197,4.67,20,31,116,4.15,6.97,NA
1999,1999,Bobbie Howard,ILB,Notre Dame University,http://live.dbpedia.org/resource/University_of_Notre_Dame,I-A Independent,Division I,NA,5.833331,232,4.74,16,30,110,4.48,7.52,NA
1999,1999,John Lumpkin,TE,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,6.5833307,274,4.98,19,34.5,111,NA,NA,NA
1999,1999,Joe Germaine,QB,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,6.0833309,211,4.83,NA,32,105,4.21,7.18,25
1999,1999,Antoine Winfield,CB,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,5.7499977,176,4.41,NA,37,122,3.95,6.84,NA
1999,1999,Joe Montgomery,RB,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,5.9166643,227,4.63,NA,NA,NA,4.22,7.1,NA
1999,1999,Andy Katzenmoyer,ILB,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,6.2499975,258,4.68,23,NA,NA,NA,NA,NA
1999,1999,David Boston,WR,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,6.0833309,215,4.47,NA,37,116,4.09,7.2,NA
1999,1999,Joe Jermaine,QB,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
1999,1999,Dee Miller,WR,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,6.0833309,199,4.51,NA,33.5,NA,4.31,7.2,NA
1999,1999,Mark Garcia,QB,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,6.2499975,220,4.72,NA,33.5,108,4.2,7.36,21
1999,1999,Damon Moore,SS,Ohio State University,http://live.dbpedia.org/resource/Ohio_State_University,Big Ten Conference,Division I,NA,5.9166643,209,4.6,21,35,118,4.22,7.18,NA
1999,1999,Ricky Thompson,FS,Oklahoma State University at Stillwater,http://live.dbpedia.org/resource/Oklahoma_State_University%E2%80%93Stillwater,Big 12 Conference,Division I,NA,6.0833309,181,4.68,15,36,121,4.32,7.21,NA
1999,1999,Alton Weaver,DE,Oklahoma State University at Stillwater,http://live.dbpedia.org/resource/Oklahoma_State_University%E2%80%93Stillwater,Big 12 Conference,Division I,NA,6.3333308,296,5.02,17,29.5,106,4.44,7.62,NA
1999,1999,Jeremy Offutt,C,Oklahoma State University at Stillwater,http://live.dbpedia.org/resource/Oklahoma_State_University%E2%80%93Stillwater,Big 12 Conference,Division I,NA,6.4166641,310,5.17,20,26,100,4.77,7.98,NA
1999,1999,Armon Hatcher,SS,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,NA,6.0833309,215,4.58,NA,36,122,4.2,7.23,NA
1999,1999,Brian Rogers,ILB,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,NA,6.1666642,239,4.76,19,36,109,4.39,7.34,NA
1999,1999,Andre Holland,CB,Oregon State University,http://live.dbpedia.org/resource/Oregon_State_University,Pacific-12 Conference,Division I,NA,5.7499977,181,4.41,14,34,112,NA,NA,NA
1999,1999,Joe Nastasi,WR,Pennsylvania State University,http://live.dbpedia.org/resource/Pennsylvania_State_University,Big Ten Conference,Division I,NA,5.9166643,197,4.64,NA,37,119,4.06,7.12,NA
1999,1999,Brad Scioli,DE,Pennsylvania State University,http://live.dbpedia.org/resource/Pennsylvania_State_University,Big Ten Conference,Division I,NA,6.2499975,277,4.92,23,33.5,108,4.27,7.37,NA
1999,1999,Floyd Wedderburn,OT,Pennsylvania State University,http://live.dbpedia.org/resource/Pennsylvania_State_University,Big Ten Conference,Division I,NA,6.4166641,334,5.51,20,24.5,86,5.26,8.75,NA
1999,1999,Cuncho Brown,TE,Pennsylvania State University,http://live.dbpedia.org/resource/Pennsylvania_State_University,Big Ten Conference,Division I,NA,6.3333308,272,4.78,NA,31.5,110,4.44,7.51,NA
1999,1999,Bobby Singh,OG,Portland State University,http://live.dbpedia.org/resource/Portland_State_University,Big Sky Conference,Division I-AA,NA,6.2499975,316,5.43,24,26,94,4.72,7.92,NA
1999,1999,Rosevelt Colvin,DE,Purdue University,http://live.dbpedia.org/resource/Purdue_University,Big Ten Conference,Division I,NA,6.2499975,256,4.92,NA,36.5,119,4.19,7.08,NA
1999,1999,Chike Okeafor,OLB,Purdue University,http://live.dbpedia.org/resource/Purdue_University,Big Ten Conference,Division I,NA,6.4166641,254,4.74,17,36.5,118,4.2,7.09,NA
1999,1999,Billy Gustin,FS,Purdue University,http://live.dbpedia.org/resource/Purdue_University,Big Ten Conference,Division I,NA,6.0833309,192,4.38,15,37,121,3.99,7.03,NA
1999,1999,Lamar King,DE,Saginaw Valley State University,http://live.dbpedia.org/resource/Saginaw_Valley_State_University,Great Lakes Conference,Division II,NA,6.2499975,299,4.77,22,30,108,4.28,7.4,NA
1999,1999,Steve Heiden,TE,San Diego State University,http://live.dbpedia.org/resource/San_Diego_State_University,Mountain West Conference,Division I,NA,6.4166641,260,4.84,26,32,121,4.11,6.96,NA
1999,1999,David Loverne,OG,San Jose State University,http://live.dbpedia.org/resource/San_Jose_State_University,Mountain West Conference,Division I,NA,6.2499975,292,5.19,23,25,96,4.43,7.49,NA
1999,1999,Jeremy Morgan,OG,Southern Methodist University,http://live.dbpedia.org/resource/Southern_Methodist_University,Big East Conference,Division I,NA,6.3333308,296,5.29,NA,23.5,92,4.62,7.77,NA
1999,1999,Donald Mitchell,CB,Southern Methodist University,http://live.dbpedia.org/resource/Southern_Methodist_University,Big East Conference,Division I,NA,5.833331,187,4.47,24,37,121,4.08,6.87,NA
1999,1999,Jacoby Rhinehart,CB,Southern Methodist University,http://live.dbpedia.org/resource/Southern_Methodist_University,Big East Conference,Division I,NA,5.9166643,187,4.61,NA,34,122,4.11,6.91,NA
1999,1999,Deshone Mallard,CB,University of Southern Mississippi,http://live.dbpedia.org/resource/University_of_Southern_Mississippi,Conference USA,Division I,NA,5.833331,186,4.51,10,35.5,117,4.25,7.31,NA
1999,1999,Chris White,DT,Southern University,http://live.dbpedia.org/resource/Southern_University,Southwestern Conference,Division I-AA,NA,6.2499975,282,5.23,25,29,107,4.71,8.15,NA
1999,1999,Donnie Spragan,OLB,Stanford University,http://live.dbpedia.org/resource/Stanford_University,Pacific-12 Conference,Division I,NA,6.3333308,236,4.95,20,33,113,4.4,7.88,NA
1999,1999,Kevin Johnson,WR,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,NA,5.9166643,194,4.41,NA,36.5,115,3.86,NA,NA
1999,1999,Scott Kiernan,OG,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,NA,6.2499975,307,5.58,NA,28,94,4.79,8.09,NA
1999,1999,Donovan McNabb,QB,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,NA,6.1666642,223,4.64,NA,33,117,4.38,7.3,14
1999,1999,Rob Konrad,FB,Syracuse University,http://live.dbpedia.org/resource/Syracuse_University,Atlantic Coast Conference,Division I,NA,6.2499975,251,4.62,21,36,113,NA,NA,NA
1999,1999,James Dearth,TE,Tarleton State University,http://live.dbpedia.org/resource/Tarleton_State_University,Lone Star Conference,Division II,NA,6.3333308,273,5.01,25,29.5,112,4.57,8.3,NA
1999,1999,Stacey Mack,FB,Temple University,http://live.dbpedia.org/resource/Temple_University,Big East Conference,Division I,NA,6.0833309,236,4.65,20,33,113,NA,NA,NA
1999,1999,Dat Nguyen,ILB,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,5.9166643,234,4.74,19,NA,NA,NA,NA,NA
1999,1999,Sirr Parker,RB,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,5.833331,190,4.55,NA,40,122,4.09,6.84,NA
1999,1999,Cameron Spikes,OG,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,6.2499975,314,5,23,32.5,117,4.36,7.51,NA
1999,1999,Rich Coady,SS,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,6.0833309,210,4.55,20,36,119,3.88,7.11,NA
1999,1999,Derrick Spiller,TE,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,6.1666642,241,4.63,19,34,115,4.16,7.35,NA
1999,1999,Rex Tucker,OT,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,6.4166641,303,5.23,27,30,106,4.43,7.4,NA
1999,1999,Dan Campbell,TE,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,6.4166641,263,4.85,25,36,121,4.07,7,NA
1999,1999,Warrick Holdman,OLB,Texas A&M University,http://live.dbpedia.org/resource/Texas_A&M_University,Southeastern Conference,Division I,NA,6.1666642,233,4.69,16,35,123,4.06,7.22,NA
1999,1999,John Humphrey,RB,Texas A&M at Kingsville,http://live.dbpedia.org/resource/Texas_A&M_University%E2%80%93Kingsville,Lone Star Conference,Division II,NA,5.7499977,195,4.55,19,35.5,124,NA,NA,NA
1999,1999,Thomas Seih,RB,Texas Southern University,http://live.dbpedia.org/resource/Texas_Southern_University,Southwestern Conference,Division I-AA,NA,5.7499977,212,4.57,16,35,116,4.31,7.28,NA
1999,1999,Kevin McCullar,OLB,Texas Tech University,http://live.dbpedia.org/resource/Texas_Tech_University,Big 12 Conference,Division I,NA,6.2499975,245,5,12,30,107,4.21,7.14,NA
1999,1999,Donnie Hart,WR,Texas Tech University,http://live.dbpedia.org/resource/Texas_Tech_University,Big 12 Conference,Division I,NA,6.0833309,192,4.54,NA,32,111,4.16,7.13,NA
1999,1999,Montae Reagor,DE,Texas Tech University,http://live.dbpedia.org/resource/Texas_Tech_University,Big 12 Conference,Division I,NA,6.1666642,263,4.84,20,34.5,108,4.23,7.36,NA
1999,1999,Marcus Spriggs,DT,Troy University,http://live.dbpedia.org/resource/Troy_University,Sun Belt Conference,Division I,NA,6.4166641,297,5.24,25,27.5,99,4.6,8.05,NA
1999,1999,Cleve Roberts,OT,Troy University,http://live.dbpedia.org/resource/Troy_University,Sun Belt Conference,Division I,NA,6.4999974,290,5.37,16,23.5,94,4.86,8.34,NA
1999,1999,Shaun King,QB,Tulane University,http://live.dbpedia.org/resource/Tulane_University,Big East Conference,Division I,NA,6.0833309,221,4.77,NA,33,113,4.29,NA,25
1999,1999,Brian Smith,OLB,University of Alabama at Birmingham,http://live.dbpedia.org/resource/University_of_Alabama_at_Birmingham,Conference USA,Division I,NA,6.0833309,252,4.94,21,32.5,108,4.67,7.84,NA
1999,1999,Kelvin Eafon,FB,University of Arizona,http://live.dbpedia.org/resource/University_of_Arizona,Pacific-12 Conference,Division I,NA,5.833331,221,4.63,17,32,113,4.24,7.18,NA
1999,1999,Edwin Mulitalo,OT,University of Arizona,http://live.dbpedia.org/resource/University_of_Arizona,Pacific-12 Conference,Division I,NA,6.2499975,328,5.47,NA,23.5,92,4.77,8.02,NA
1999,1999,Mitchell Freedman,FS,University of Arizona,http://live.dbpedia.org/resource/University_of_Arizona,Pacific-12 Conference,Division I,NA,6.0833309,217,4.65,7,38.5,125,NA,NA,NA
1999,1999,Mike Lucky,TE,University of Arizona,http://live.dbpedia.org/resource/University_of_Arizona,Pacific-12 Conference,Division I,NA,6.5833307,269,4.95,NA,29,108,4.38,7.42,NA
1999,1999,Yusef Scott,OG,University of Arizona,http://live.dbpedia.org/resource/University_of_Arizona,Pacific-12 Conference,Division I,NA,6.1666642,324,5.76,NA,24,85,NA,NA,NA
1999,1999,Chris McAlister,CB,University of Arizona,http://live.dbpedia.org/resource/University_of_Arizona,Pacific-12 Conference,Division I,NA,6.0833309,205,4.53,NA,38,121,4.08,6.9,NA
1999,1999,Jeremy McDaniel,WR,University of Arizona,http://live.dbpedia.org/resource/University_of_Arizona,Pacific-12 Conference,Division I,NA,6.0833309,197,4.63,NA,33.5,112,4.32,7.3,NA
1999,1999,Madre Hill,RB,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,NA,6.0833309,199,4.54,20,32,113,4.31,6.9,NA
1999,1999,Ryan Hale,DT,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,NA,6.3333308,295,5.18,8,30.5,104,4.38,7.53,NA
1999,1999,Brandon Bulsworth,OG,"University of Arkansas, Little Rock",http://live.dbpedia.org/resource/University_of_Arkansas,Southeastern Conference,Division I,NA,6.3333308,308,5.01,24,31.5,111,4.43,7.43,NA
