player,season,season_name,salary,agency,agent,salary_amnesty,league,team,player_off_roster_13_14,id_contract_type
Kevin Seraphin,2015,2014-2015,3898692,Klutch Sports Management,Rich Paul,FALSE,nba,Wizards,FALSE,QO
Nene,2014,2013-2014,13000000,Relativity Sports,Dan Fegan,FALSE,nba,Wizards,FALSE,G
Nene,2015,2014-2015,13000000,Relativity Sports,Dan Fegan,FALSE,nba,Wizards,FALSE,G
Nene,2016,2015-2016,13000000,Relativity Sports,Dan Fegan,FALSE,nba,Wizards,FALSE,G
Otto Porter,2014,2013-2014,4278000,FAME,David Falk,FALSE,nba,Wizards,FALSE,G
Otto Porter,2015,2014-2015,4470480,FAME,David Falk,FALSE,nba,Wizards,FALSE,G
Otto Porter,2016,2015-2016,4662960,FAME,David Falk,FALSE,nba,Wizards,FALSE,TO
Otto Porter,2017,2016-2017,5893981,FAME,David Falk,FALSE,nba,Wizards,FALSE,QO
Otto Porter,2018,2017-2018,7732904,FAME,David Falk,FALSE,nba,Wizards,FALSE,QO
Trevor Ariza,2014,2013-2014,7727280,David Lee Services,David Lee,FALSE,nba,Wizards,FALSE,G
Trevor Booker,2014,2013-2014,2350820,ASM Sports,Andy Miller,FALSE,nba,Wizards,FALSE,G
Trevor Booker,2015,2014-2015,3420443,ASM Sports,Andy Miller,FALSE,nba,Wizards,FALSE,QO
Andray Blatche,2014,2013-2014,7794921,ASM Sports,Andy Miller,TRUE,nba,Wizards,TRUE,A
Andray Blatche,2015,2014-2015,8471339,ASM Sports,Andy Miller,TRUE,nba,Wizards,TRUE,A
Brendan Haywood,2014,2013-2014,7073500,ASM Sports,Andy Miller,TRUE,nba,Mavericks,TRUE,A
Brendan Haywood,2015,2014-2015,7798000,ASM Sports,Andy Miller,TRUE,nba,Mavericks,TRUE,A
Chris Andersen,2014,2013-2014,4818000,Creative Artists Agency,Steve Heumann,TRUE,nba,Nuggets,TRUE,A
Luis Scola,2014,2013-2014,5724622,AAI Sports,George Bass,TRUE,nba,Rockets,TRUE,A
Luis Scola,2015,2014-2015,6541037,AAI Sports,George Bass,TRUE,nba,Rockets,TRUE,A
Metta World Peace,2014,2013-2014,7727280,Pinnacle Management Corporation,Marc Cornstein,TRUE,nba,Lakers,TRUE,A
Michael Beasley,2014,2013-2014,4670000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Suns,TRUE,A
Michael Beasley,2015,2014-2015,2330000,Excel Sports Management,Jeff Schwartz,FALSE,nba,Suns,TRUE,A
Mike Miller,2014,2013-2014,6200000,Wasserman Media Group,Arn Tellem,TRUE,nba,Heat,TRUE,A
Mike Miller,2015,2014-2015,6600000,Wasserman Media Group,Arn Tellem,TRUE,nba,Heat,TRUE,A
Travis Outlaw,2014,2013-2014,4000000,BDA Sports Management,Bill Duffy,TRUE,nba,Nets,TRUE,A
Travis Outlaw,2015,2014-2015,4000000,BDA Sports Management,Bill Duffy,TRUE,nba,Nets,TRUE,A
Brandon Roy,2014,2013-2014,17779458,Wasserman Media Group,Arn Tellem,TRUE,nba,Trail Blazers,TRUE,A
Brandon Roy,2015,2014-2015,14399332,Wasserman Media Group,Arn Tellem,TRUE,nba,Trail Blazers,TRUE,A
Drew Gooden,2014,2013-2014,6680000,Relativity Sports,Dan Fegan,TRUE,nba,Bucks,TRUE,A
Drew Gooden,2015,2014-2015,6680000,Relativity Sports,Dan Fegan,TRUE,nba,Bucks,TRUE,A
Josh Childress,2014,2013-2014,7182500,Octagon Athlete Representation,Jeff Austin,TRUE,nba,Hawks,TRUE,A
Josh Childress,2015,2014-2015,7317500,Octagon Athlete Representation,Jeff Austin,TRUE,nba,Hawks,TRUE,A
Linas Kleiza,2014,2013-2014,4600000,BDA Sports Management,Rade Filipovich,TRUE,nba,Raptors,TRUE,A
Tyrus Thomas,2014,2013-2014,8694215,Performance Sports Management,John Hamilton,TRUE,nba,Bobcats,TRUE,A
Tyrus Thomas,2015,2014-2015,9388430,Performance Sports Management,John Hamilton,TRUE,nba,Bobcats,TRUE,A
